SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.232,0,0,-0.352,-0.232,-0.352,0,-0.352,0,-0.431,0,-0.352,-0.232,0,0,-0.352,-0.232,-0.232,0,0
0,0,-0.401,-0.272,-0.476,0,0,-0.272,0,0,0,-0.401,0,0,-0.272,-0.476,0,-0.272,0,0
-0.285,-0.457,-0.181,-0.359,0,0,0,0,-0.181,-0.285,-0.181,-0.181,-0.181,0,-0.181,-0.285,-0.181,-0.359,0,-0.285
-0.459,0,-0.16,-0.16,-0.255,-0.459,-0.16,0,-0.16,-0.255,-0.16,-0.16,-0.16,-0.16,-0.255,-0.16,-0.255,-0.16,0,-0.16
-0.272,0,-0.476,-0.272,-0.476,0,0,-0.401,0,0,0,-0.401,0,0,-0.272,0,-0.272,0,0,0
-0.482,0,-0.232,-0.232,0,0,0,0,0,-0.352,-0.232,-0.352,0,-0.232,-0.352,-0.232,0,0,0,-0.431
-0.211,-0.326,-0.211,-0.211,-0.16,-0.255,-0.096,-0.293,-0.293,-0.16,-0.211,-0.211,-0.255,-0.16,-0.16,-0.293,-0.293,-0.096,0,-0.211
-0.447,0,-0.314,0,-0.314,-0.447,0,0,0,-0.447,0,0,0,0,0,-0.314,-0.314,0,0,-0.314
-0.363,0,-0.24,0,-0.24,-0.24,0,0,-0.363,-0.363,0,-0.363,-0.24,0,-0.24,0,0,-0.363,0,-0.363
-0.156,-0.25,-0.156,-0.156,-0.25,-0.32,-0.156,-0.156,-0.156,-0.32,-0.156,-0.25,-0.25,-0.25,0,-0.25,-0.418,-0.156,0,-0.156
-0.431,0,0,0,-0.299,0,0,0,-0.299,-0.5,0,-0.299,-0.431,0,-0.299,-0.299,0,0,0,0
-0.369,0,-0.314,0,-0.412,-0.153,0,0,-0.245,-0.245,0,-0.153,-0.245,0,-0.447,-0.153,-0.369,0,-0.153,-0.153
0,0,-0.5,-0.299,-0.299,0,0,0,-0.299,-0.299,0,0,0,-0.299,-0.299,-0.299,-0.299,-0.299,0,0
-0.294,-0.228,-0.141,-0.141,-0.228,-0.347,-0.141,0,-0.141,-0.294,-0.141,-0.228,-0.141,0,-0.228,-0.39,-0.347,-0.347,0,0
-0.39,0,-0.426,-0.347,-0.141,-0.454,-0.141,0,0,-0.294,0,0,-0.347,-0.294,-0.141,-0.141,0,0,-0.141,0
-0.415,-0.285,0,-0.181,-0.359,-0.285,0,0,-0.359,-0.181,-0.181,-0.181,-0.285,0,-0.285,-0.181,-0.285,0,-0.181,0
-0.232,0,-0.352,0,-0.232,-0.513,0,-0.232,-0.232,0,-0.232,-0.352,0,-0.431,0,-0.232,0,0,0,0
-0.326,0,-0.255,-0.381,-0.381,-0.326,0,0,-0.255,0,0,-0.16,-0.16,-0.16,-0.425,-0.16,-0.255,0,-0.16,-0.16
0,-0.423,-0.367,-0.186,-0.186,0,-0.186,-0.292,-0.186,-0.186,-0.292,-0.367,0,0,-0.186,-0.292,-0.186,-0.186,-0.186,0
-0.401,0,0,0,-0.272,-0.272,0,-0.401,0,-0.476,0,0,-0.401,0,-0.272,-0.272,-0.272,0,0,0
-0.342,0,-0.42,-0.342,-0.224,0,0,0,0,-0.224,-0.224,-0.342,0,-0.224,-0.224,-0.473,0,0,0,-0.224
-0.299,0,-0.299,0,0,-0.299,-0.299,-0.299,0,-0.5,0,0,0,0,-0.299,-0.431,0,0,0,-0.299
0,0,-0.464,0,-0.216,-0.464,0,0,0,-0.216,0,0,-0.216,-0.216,-0.464,-0.332,0,-0.216,-0.216,0
0,0,-0.447,0,0,-0.314,0,-0.314,0,-0.511,0,-0.314,0,-0.447,-0.314,0,0,0,0,0
-0.176,0,-0.176,-0.176,-0.278,-0.278,-0.176,-0.176,-0.278,-0.278,-0.278,-0.278,0,-0.352,-0.176,-0.352,-0.176,-0.176,0,-0.176
0,-0.456,-0.323,-0.209,-0.209,0,-0.209,-0.323,-0.209,-0.323,0,-0.209,0,0,0,-0.323,0,-0.209,-0.323,-0.209
-0.375,0,-0.25,-0.375,0,-0.25,0,0,0,-0.453,0,-0.453,-0.25,0,0,-0.25,0,-0.25,0,-0.25
0,-0.25,-0.25,0,-0.156,-0.453,0,-0.25,-0.156,-0.418,-0.156,0,-0.156,-0.156,-0.25,-0.418,-0.156,0,-0.156,-0.156
0,0,-0.314,0,-0.447,-0.447,0,0,0,-0.314,0,0,0,-0.447,-0.314,0,0,-0.447,0,0
-0.169,-0.426,-0.268,-0.268,-0.075,-0.379,-0.126,-0.206,-0.126,-0.126,-0.075,-0.295,-0.268,-0.169,-0.239,-0.126,-0.169,-0.319,0,0
-0.388,0,-0.26,0,-0.388,-0.509,0,-0.26,0,0,-0.26,0,-0.26,0,0,-0.464,0,0,0,0
-0.275,-0.405,-0.174,-0.275,-0.105,-0.229,0,-0.174,-0.174,-0.229,-0.105,0,-0.314,-0.229,-0.229,-0.174,-0.349,-0.275,-0.105,-0.105
-0.216,0,-0.216,0,-0.216,-0.5,0,0,0,-0.411,-0.216,-0.216,0,-0.332,0,-0.332,-0.216,-0.216,0,-0.216
0,0,-0.314,0,-0.447,-0.511,0,-0.314,-0.314,-0.314,0,0,0,0,-0.314,-0.314,0,0,0,0
-0.153,0,-0.314,-0.369,0,-0.245,0,-0.153,-0.245,-0.314,0,-0.245,-0.245,-0.314,-0.153,-0.314,-0.314,-0.153,0,-0.245
-0.314,0,0,0,0,-0.447,0,-0.314,0,-0.314,-0.314,0,-0.314,0,-0.314,-0.447,0,-0.314,0,0
-0.216,-0.464,-0.332,-0.216,0,-0.216,0,-0.216,0,-0.411,0,-0.216,-0.216,-0.216,0,-0.216,-0.216,-0.216,0,-0.216
0,0,0,0,-0.25,-0.5,0,-0.375,0,-0.25,-0.25,0,0,-0.25,-0.25,-0.5,0,0,0,-0.25
-0.24,-0.363,0,-0.24,-0.442,-0.363,0,0,-0.24,0,-0.24,-0.24,0,0,-0.24,-0.24,0,-0.24,-0.24,-0.24
-0.453,0,0,-0.375,0,0,0,0,0,-0.25,-0.25,-0.375,0,-0.25,-0.25,-0.375,0,-0.25,0,-0.375
-0.072,0,-0.285,-0.401,-0.259,-0.198,-0.121,-0.072,-0.33,-0.308,-0.072,-0.285,-0.308,-0.121,-0.23,-0.198,-0.121,-0.121,-0.198,-0.23
-0.209,0,-0.272,-0.209,-0.209,-0.272,-0.128,-0.128,-0.323,-0.366,-0.128,-0.128,-0.209,-0.128,-0.128,-0.431,-0.128,-0.323,0,-0.128
-0.28,0,-0.25,-0.216,-0.216,-0.411,-0.178,-0.133,-0.25,-0.178,-0.133,-0.178,-0.133,-0.25,-0.079,-0.332,-0.25,-0.355,0,-0.079
-0.184,-0.224,-0.224,-0.258,-0.184,-0.317,-0.138,-0.138,-0.224,-0.258,-0.082,-0.258,-0.184,-0.138,-0.258,-0.385,-0.224,-0.184,-0.138,-0.138
-0.431,0,0,-0.299,0,0,0,0,0,-0.5,0,0,-0.431,0,-0.299,-0.299,-0.431,0,0,0
-0.453,0,0,0,-0.25,-0.25,-0.25,0,-0.25,-0.375,0,-0.25,0,0,-0.375,-0.25,-0.375,-0.25,0,0
-0.47,0,0,-0.168,0,-0.266,-0.266,-0.168,0,-0.168,0,-0.394,-0.339,0,0,-0.339,-0.339,-0.168,0,-0.266
-0.516,0,0,0,0,-0.456,0,-0.209,-0.401,-0.323,-0.209,0,0,-0.209,0,-0.209,0,-0.323,0,0
-0.232,-0.299,-0.232,-0.232,-0.267,-0.144,-0.191,0,0,-0.267,-0.144,-0.299,-0.232,-0.191,-0.352,-0.191,-0.144,-0.375,0,-0.144
-0.25,0,-0.375,-0.25,-0.375,0,0,-0.25,0,0,-0.25,-0.25,-0.375,0,-0.25,-0.375,-0.25,0,0,-0.25
0,-0.236,-0.236,0,-0.147,-0.401,-0.147,-0.147,-0.147,-0.401,-0.236,-0.147,0,0,-0.487,-0.401,0,-0.147,0,0
-0.27,0,-0.234,-0.33,-0.087,-0.33,-0.193,0,-0.193,-0.33,-0.087,-0.087,-0.398,-0.33,-0.234,-0.234,-0.087,-0.087,-0.234,-0.087
-0.186,0,-0.292,-0.292,-0.367,-0.423,0,-0.292,-0.186,-0.292,-0.186,0,-0.292,-0.186,-0.292,-0.186,-0.186,0,0,0
-0.172,-0.272,0,-0.272,-0.272,-0.272,0,-0.172,-0.345,-0.172,0,-0.345,-0.401,0,-0.272,-0.272,-0.172,0,-0.172,-0.172
-0.314,0,0,-0.314,0,0,0,0,-0.314,-0.314,0,0,-0.314,0,-0.314,-0.447,0,-0.314,-0.447,0
-0.411,0,0,0,-0.216,-0.411,0,0,0,-0.332,-0.216,0,-0.216,-0.216,-0.332,-0.464,0,-0.216,0,-0.216
-0.15,0,-0.15,-0.24,-0.15,-0.24,-0.15,0,-0.15,-0.363,-0.15,-0.24,-0.24,-0.15,-0.24,-0.519,-0.15,-0.24,0,0
-0.191,-0.299,-0.267,-0.191,-0.267,-0.267,0,-0.144,-0.232,-0.299,0,-0.299,-0.086,-0.232,-0.267,-0.144,-0.086,-0.352,0,-0.299
0,-0.292,-0.186,0,-0.186,-0.514,-0.186,-0.292,-0.186,0,-0.292,0,0,0,-0.292,-0.423,-0.292,0,0,0
-0.375,0,-0.25,0,-0.453,-0.453,-0.25,0,0,-0.25,0,-0.453,0,0,-0.375,0,0,0,0,0
0,-0.456,0,-0.401,-0.209,-0.209,-0.209,-0.323,0,-0.209,0,-0.323,-0.209,-0.209,-0.209,-0.209,0,-0.209,0,-0.209
0,0,-0.447,-0.314,-0.314,-0.314,-0.314,0,0,-0.314,0,0,0,0,-0.314,-0.314,-0.314,0,0,-0.314
-0.203,0,-0.392,0,-0.203,0,-0.203,-0.314,-0.314,-0.314,-0.203,0,-0.392,0,0,-0.486,0,0,0,-0.203
-0.26,-0.388,0,0,-0.26,-0.509,-0.26,0,-0.26,0,0,-0.26,0,0,-0.26,-0.26,0,-0.26,0,-0.26
-0.314,0,0,0,0,0,0,0,0,-0.314,0,-0.314,0,0,-0.314,-0.531,-0.314,0,-0.447,0
-0.314,0,-0.314,0,0,-0.314,0,0,0,-0.314,0,-0.314,0,0,-0.314,-0.447,-0.314,0,-0.447,0
-0.197,0,-0.197,-0.197,0,-0.197,0,-0.348,0,-0.413,-0.12,-0.197,-0.197,-0.383,-0.413,-0.306,-0.197,-0.197,0,0
-0.375,0,0,0,-0.25,-0.5,0,0,0,-0.25,-0.25,-0.375,-0.25,0,-0.25,-0.375,0,0,-0.25,0
-0.216,0,-0.28,-0.44,0,-0.28,-0.133,-0.216,-0.216,-0.28,0,-0.133,-0.216,-0.411,0,-0.375,-0.133,-0.216,0,0
-0.388,0,-0.388,0,-0.464,-0.26,0,-0.26,0,0,0,0,-0.26,0,0,-0.528,0,0,0,0
0,0,-0.306,-0.439,-0.197,-0.306,-0.197,-0.197,-0.306,-0.197,0,-0.306,-0.306,-0.306,0,-0.197,-0.197,0,0,-0.197
0,-0.278,-0.176,0,-0.176,-0.451,0,-0.176,-0.352,-0.278,0,-0.176,-0.176,0,-0.278,-0.505,0,0,0,-0.176
-0.253,-0.194,-0.194,0,0,-0.253,-0.253,0,0,-0.379,0,-0.118,-0.344,-0.303,-0.344,-0.344,-0.118,-0.344,-0.118,-0.118
-0.388,0,-0.26,0,-0.26,-0.464,0,0,0,-0.26,0,0,-0.464,-0.26,-0.26,0,0,-0.26,-0.26,0
-0.459,0,-0.16,0,-0.16,-0.485,-0.16,-0.16,-0.16,-0.326,-0.16,-0.16,-0.16,-0.16,-0.16,-0.255,0,-0.16,0,-0.255
-0.42,0,-0.342,-0.224,0,-0.224,-0.224,0,-0.224,-0.507,0,0,0,-0.342,-0.224,0,0,-0.224,-0.224,0
-0.181,-0.181,-0.11,-0.181,0,-0.285,-0.181,-0.181,-0.285,-0.359,0,0,-0.237,-0.237,-0.325,-0.389,-0.285,-0.11,-0.11,-0.237
-0.48,0,-0.25,-0.25,-0.156,0,-0.25,-0.156,-0.156,-0.25,0,0,-0.25,-0.32,-0.375,-0.25,-0.156,-0.156,0,-0.156
-0.136,-0.38,0,-0.337,-0.136,-0.337,-0.22,-0.22,-0.136,-0.22,-0.136,-0.22,0,-0.285,-0.337,-0.136,-0.136,-0.22,0,-0.285
-0.314,0,0,-0.314,-0.314,0,0,0,-0.314,0,-0.314,-0.314,-0.511,0,-0.314,0,0,0,0,-0.314
-0.388,0,0,0,-0.388,-0.464,0,0,-0.26,-0.26,0,-0.26,0,0,-0.388,-0.26,-0.26,-0.26,0,0
-0.197,0,-0.383,0,0,0,0,-0.439,-0.197,0,-0.306,-0.306,-0.479,0,-0.306,-0.197,0,-0.197,0,-0.197
0,0,-0.352,-0.352,-0.352,0,0,0,-0.232,-0.352,-0.232,-0.232,-0.232,0,-0.232,-0.352,-0.232,-0.232,0,-0.232
0,0,0,0,-0.314,-0.447,0,0,0,-0.447,0,0,-0.314,0,-0.511,-0.447,0,0,0,0
-0.314,0,0,0,-0.314,-0.531,0,0,0,0,-0.447,0,-0.314,0,0,-0.314,0,0,0,-0.314
-0.191,-0.299,-0.191,0,0,-0.191,0,-0.299,-0.191,-0.299,0,0,0,-0.191,-0.375,-0.299,-0.299,-0.375,-0.191,-0.299
-0.24,0,-0.309,-0.309,0,-0.15,0,0,-0.24,-0.442,-0.24,-0.363,-0.24,-0.309,-0.15,0,-0.15,-0.15,0,-0.309
-0.24,0,-0.24,-0.24,-0.309,-0.15,0,-0.15,-0.309,-0.24,-0.15,0,-0.363,-0.15,-0.24,-0.363,-0.15,-0.15,0,-0.363
-0.186,0,0,0,-0.367,-0.292,-0.186,0,0,-0.186,0,0,-0.292,0,-0.367,-0.531,-0.186,-0.186,-0.186,0
-0.285,0,0,0,0,-0.415,-0.415,0,0,-0.415,-0.285,0,0,-0.415,-0.285,0,0,-0.285,-0.285,0
-0.15,-0.24,-0.24,0,-0.15,-0.491,0,-0.309,-0.309,0,-0.15,0,-0.24,0,-0.24,-0.407,-0.24,-0.24,0,0
-0.476,0,-0.272,0,-0.401,-0.476,-0.272,0,0,0,0,0,0,0,-0.401,-0.272,0,-0.272,0,0
-0.224,0,0,0,-0.224,-0.342,0,0,-0.224,-0.224,-0.224,0,-0.473,-0.342,-0.42,-0.342,-0.224,0,0,0
-0.26,0,0,0,-0.26,-0.464,0,0,0,-0.26,0,0,-0.388,0,-0.26,-0.26,-0.464,-0.26,-0.26,0
-0.5,0,-0.453,-0.25,-0.453,-0.25,0,0,0,0,0,0,-0.25,0,-0.25,0,-0.25,0,0,-0.25
-0.314,0,0,0,0,0,0,-0.314,-0.314,0,0,-0.447,0,-0.511,-0.314,-0.314,0,-0.314,0,0
-0.418,0,-0.31,-0.2,-0.164,-0.232,-0.072,-0.122,-0.352,-0.418,-0.072,-0.2,-0.164,-0.26,-0.122,-0.31,0,-0.122,-0.072,-0.122
-0.299,0,-0.299,0,0,-0.299,-0.299,0,0,-0.431,0,0,0,-0.299,-0.299,-0.431,-0.299,0,-0.299,0
-0.488,0,-0.488,0,0,0,0,0,0,0,0,0,-0.285,0,-0.415,-0.415,0,-0.285,0,-0.285
0,0,-0.401,-0.272,-0.272,-0.272,0,-0.476,0,0,0,-0.272,-0.401,0,-0.272,-0.272,0,-0.272,0,0
0,0,-0.272,-0.272,-0.272,-0.476,0,0,0,-0.272,-0.272,0,-0.401,0,-0.272,-0.272,0,-0.272,-0.272,0
0,0,0,-0.272,0,-0.272,-0.272,-0.272,0,0,-0.272,0,-0.524,-0.272,-0.272,0,0,0,-0.272,0
-0.168,-0.394,-0.168,-0.394,0,-0.266,0,-0.339,-0.339,-0.339,0,-0.168,-0.168,-0.168,0,-0.168,-0.168,0,0,-0.339
-0.22,0,0,-0.415,-0.136,-0.285,-0.136,-0.136,-0.285,0,-0.136,-0.136,-0.337,0,-0.337,-0.337,0,-0.337,-0.136,-0.285
-0.232,-0.176,-0.176,-0.107,-0.107,-0.352,0,-0.232,0,-0.176,-0.318,-0.176,-0.408,-0.176,-0.352,-0.176,-0.176,-0.232,-0.107,-0.232
-0.299,0,0,0,-0.431,-0.299,0,-0.299,-0.431,0,0,-0.299,-0.431,0,0,-0.299,0,0,0,-0.299
-0.408,0,-0.176,-0.352,0,-0.176,-0.176,0,0,-0.176,-0.176,-0.278,-0.278,-0.408,0,-0.278,-0.352,0,-0.176,-0.176
-0.309,0,-0.24,-0.309,-0.15,-0.363,-0.15,0,-0.309,-0.407,-0.15,0,-0.24,-0.309,0,-0.24,0,-0.15,-0.24,-0.15
0,0,-0.314,-0.314,0,-0.447,0,0,0,-0.314,0,0,-0.314,-0.314,-0.314,0,-0.447,0,0,-0.314
-0.442,0,0,0,-0.363,-0.442,0,0,-0.363,-0.24,0,-0.24,0,-0.24,-0.363,-0.24,-0.24,0,0,0
-0.317,-0.074,-0.339,-0.266,-0.074,-0.293,-0.074,-0.168,-0.437,-0.359,-0.125,-0.125,-0.168,-0.125,0,-0.237,-0.168,-0.168,-0.125,-0.204
0,-0.245,-0.369,0,-0.153,-0.412,0,-0.412,-0.369,-0.369,-0.153,0,0,0,-0.245,0,-0.245,-0.314,0,0
0,0,-0.285,0,-0.415,-0.488,0,-0.285,0,0,0,-0.415,0,0,-0.488,-0.285,0,0,0,0
-0.16,-0.16,-0.16,-0.293,-0.096,-0.293,-0.16,-0.326,-0.326,-0.326,0,-0.096,-0.211,-0.16,-0.293,-0.355,-0.16,0,-0.16,-0.211
0,0,-0.456,-0.209,-0.209,0,0,-0.209,-0.209,-0.209,0,0,-0.209,-0.209,-0.323,-0.323,-0.323,-0.209,0,-0.401
-0.5,0,0,0,0,-0.299,-0.299,-0.299,0,-0.5,0,-0.431,0,0,-0.299,0,0,0,0,0
0,0,0,0,-0.375,-0.453,0,0,0,-0.25,0,-0.375,-0.25,0,-0.375,-0.5,0,-0.25,0,0
0,0,-0.314,-0.447,-0.314,0,0,-0.314,-0.314,-0.447,0,-0.314,-0.314,0,-0.314,0,0,0,0,0
-0.347,-0.228,-0.228,-0.347,0,-0.228,-0.141,-0.294,-0.141,-0.347,0,0,-0.228,0,-0.294,0,-0.228,-0.39,-0.141,-0.141
-0.22,0,-0.136,-0.415,-0.136,-0.136,0,0,-0.285,-0.337,-0.136,0,-0.38,-0.136,-0.337,-0.285,-0.136,-0.22,0,-0.337
-0.352,0,0,-0.431,-0.232,-0.232,0,-0.232,-0.232,0,-0.232,-0.352,-0.232,0,-0.232,-0.352,-0.232,0,-0.232,0
0,0,-0.511,0,0,0,0,-0.314,0,-0.314,0,0,-0.447,-0.314,-0.447,0,0,-0.314,0,0
0,0,-0.164,-0.431,-0.164,-0.164,0,-0.164,-0.26,-0.26,0,-0.164,-0.164,-0.388,-0.388,0,-0.26,-0.26,0,-0.332
-0.164,-0.26,-0.26,0,-0.26,-0.431,-0.26,0,0,-0.388,0,-0.164,-0.26,-0.164,-0.26,-0.164,0,-0.332,0,-0.26
0,0,0,0,-0.314,-0.314,0,-0.314,-0.314,-0.511,-0.314,-0.314,-0.314,0,-0.314,0,0,0,0,0
-0.26,0,-0.26,0,-0.26,-0.509,0,-0.26,0,-0.26,-0.26,0,-0.26,0,-0.26,0,-0.388,-0.26,0,0
0,0,0,0,0,-0.447,0,-0.314,0,-0.314,-0.314,0,0,0,-0.314,-0.511,-0.314,-0.314,0,0
-0.224,0,-0.224,-0.138,0,-0.42,-0.138,-0.138,-0.224,-0.342,-0.224,-0.138,-0.138,-0.224,-0.289,-0.42,-0.289,-0.138,0,0
-0.216,0,-0.332,-0.375,0,-0.133,-0.216,-0.133,-0.216,-0.28,0,-0.133,-0.133,-0.411,-0.133,-0.44,-0.216,-0.216,0,0
0,0,0,-0.314,-0.314,-0.314,0,0,-0.314,-0.314,-0.314,-0.314,-0.447,0,-0.314,0,0,0,0,-0.314
-0.332,0,-0.53,-0.411,-0.332,-0.332,0,0,0,-0.216,0,0,-0.216,0,0,0,0,-0.332,0,0
0,0,-0.26,-0.388,0,-0.26,0,-0.388,0,-0.388,0,-0.26,-0.388,0,-0.388,-0.26,-0.26,0,0,0
0,0,0,0,-0.388,-0.513,0,0,0,0,0,-0.388,0,-0.388,-0.26,-0.26,0,0,0,0
0,-0.456,-0.401,-0.209,-0.209,0,-0.209,-0.323,-0.323,-0.209,-0.209,0,0,-0.209,0,0,-0.323,0,-0.209,-0.209
-0.464,0,-0.26,0,0,-0.26,0,-0.388,0,-0.26,0,-0.26,-0.26,0,-0.26,-0.388,0,-0.26,-0.26,0
-0.394,-0.266,-0.266,-0.168,0,-0.339,0,-0.339,-0.339,-0.266,-0.168,0,0,-0.168,-0.266,-0.168,-0.168,-0.266,-0.168,0
-0.16,0,-0.381,-0.326,0,-0.326,0,-0.255,0,-0.459,0,-0.16,-0.16,-0.326,-0.326,-0.255,-0.16,0,0,-0.16
0,-0.337,-0.22,-0.22,-0.136,-0.22,-0.22,-0.22,-0.136,-0.337,-0.136,-0.136,-0.285,0,-0.136,-0.38,-0.136,-0.337,-0.136,-0.22
-0.24,0,0,0,0,-0.24,0,-0.363,-0.24,-0.442,-0.24,-0.24,-0.363,-0.24,-0.24,-0.363,-0.24,0,0,0
-0.272,0,-0.272,0,-0.272,-0.516,0,0,0,-0.476,-0.272,0,0,0,0,-0.401,-0.272,0,0,0
-0.47,0,0,0,-0.168,-0.394,-0.168,-0.168,0,-0.339,0,0,-0.168,0,-0.437,-0.47,0,0,-0.168,0
-0.352,0,-0.232,0,0,-0.431,-0.232,0,0,-0.431,-0.232,0,-0.232,-0.232,-0.352,-0.352,0,-0.232,0,0
0,0,-0.186,-0.292,-0.423,-0.186,0,-0.186,-0.186,-0.186,0,-0.292,-0.292,-0.292,-0.423,-0.186,0,-0.292,0,-0.186
-0.511,0,0,-0.314,-0.314,-0.314,0,0,0,-0.447,0,0,-0.314,0,-0.314,0,-0.314,0,0,0
-0.26,-0.164,-0.332,-0.431,0,-0.464,0,0,-0.164,-0.164,0,0,-0.464,0,-0.26,-0.26,0,-0.164,0,0
-0.152,-0.423,-0.152,-0.244,-0.186,-0.35,-0.244,-0.152,-0.216,-0.152,-0.186,-0.269,-0.269,-0.113,-0.152,-0.186,-0.244,-0.244,0,-0.066
-0.191,-0.299,0,-0.299,0,-0.191,0,-0.375,-0.191,-0.299,0,0,0,0,-0.375,-0.375,-0.191,-0.299,-0.191,-0.299
-0.453,0,-0.299,-0.25,0,-0.191,-0.116,-0.116,-0.191,-0.375,-0.191,-0.191,-0.116,-0.191,-0.299,-0.191,-0.116,-0.299,0,-0.191
0,0,-0.285,0,-0.285,-0.488,-0.285,0,0,-0.285,0,0,0,-0.415,-0.285,0,0,-0.415,-0.285,0
-0.42,0,0,-0.224,0,0,-0.224,0,0,-0.342,-0.224,-0.224,-0.342,-0.342,-0.342,-0.342,-0.342,0,0,0
-0.375,0,0,-0.375,-0.25,-0.375,0,0,0,-0.25,0,0,-0.375,0,-0.25,-0.453,0,-0.25,-0.25,0
-0.24,-0.15,-0.15,-0.442,-0.15,-0.15,-0.15,-0.15,-0.24,-0.407,0,0,-0.24,-0.24,-0.15,-0.407,-0.24,0,-0.15,0
-0.309,0,-0.363,-0.15,-0.15,-0.24,-0.15,0,-0.309,-0.24,0,0,0,-0.363,-0.24,-0.309,-0.309,-0.24,-0.15,-0.24
-0.383,0,0,0,-0.197,-0.197,-0.197,0,0,-0.383,0,-0.197,-0.197,0,-0.479,-0.383,0,-0.306,-0.197,-0.197
0,0,-0.401,-0.272,-0.476,-0.401,0,-0.272,0,0,0,-0.401,0,0,-0.272,-0.272,0,-0.272,0,0
-0.314,0,-0.314,-0.447,0,0,0,-0.314,0,-0.511,0,-0.314,0,0,0,-0.314,0,0,0,-0.314
0,0,-0.32,-0.32,0,0,0,-0.156,-0.156,-0.48,0,0,-0.32,-0.156,-0.156,-0.418,-0.375,-0.156,-0.156,-0.156
-0.285,0,-0.415,0,-0.415,-0.488,0,0,0,-0.415,0,-0.415,0,0,0,-0.285,0,0,0,0
-0.306,-0.238,-0.238,-0.238,-0.238,-0.197,0,-0.197,-0.238,-0.197,0,-0.148,-0.238,-0.274,-0.197,-0.274,-0.306,-0.274,-0.089,-0.197
-0.181,-0.285,-0.285,-0.359,-0.22,-0.254,-0.081,-0.254,-0.181,-0.285,-0.081,-0.285,-0.081,0,-0.337,-0.181,-0.136,-0.254,-0.181,-0.081
0,0,-0.415,0,-0.285,-0.415,-0.285,0,-0.285,0,0,0,-0.285,-0.285,-0.415,0,-0.285,0,-0.285,0
-0.314,0,0,0,-0.314,-0.447,0,-0.314,0,-0.314,0,0,-0.314,0,-0.314,-0.447,0,-0.314,0,0
-0.26,0,0,0,-0.26,-0.528,0,0,0,-0.388,0,-0.388,-0.26,0,-0.26,-0.26,0,0,-0.26,0
0,0,0,-0.285,-0.415,-0.415,0,0,-0.285,-0.285,0,0,-0.285,0,-0.415,0,0,-0.415,0,-0.285
0,0,0,-0.26,-0.26,-0.26,0,-0.464,-0.388,0,-0.26,-0.26,-0.388,0,-0.26,-0.26,-0.26,0,0,0
0,0,0,0,-0.314,-0.314,0,-0.314,0,-0.314,0,-0.314,-0.447,-0.447,-0.314,0,0,0,-0.314,0
-0.411,0,-0.216,0,0,0,0,0,-0.332,-0.5,0,0,-0.216,0,-0.411,-0.464,-0.216,0,0,0
-0.274,-0.089,-0.089,-0.422,-0.089,-0.335,-0.148,-0.197,-0.238,-0.306,-0.148,-0.197,-0.197,-0.274,-0.238,-0.306,-0.089,-0.089,-0.089,-0.148
-0.26,0,0,0,-0.26,-0.388,-0.26,-0.388,-0.26,0,0,-0.388,-0.388,-0.26,-0.26,0,0,0,-0.26,0
-0.299,0,0,0,-0.431,-0.431,0,0,0,-0.299,0,0,-0.431,0,-0.299,0,-0.299,-0.431,0,0
-0.285,0,0,0,0,0,-0.285,-0.285,-0.285,-0.415,0,-0.285,0,-0.285,-0.415,0,0,-0.415,0,-0.285
0,0,0,0,-0.447,-0.511,0,0,0,0,0,-0.447,-0.511,0,0,0,0,0,-0.314,0
-0.26,0,-0.164,-0.164,-0.164,-0.332,-0.26,-0.164,-0.164,-0.332,-0.164,-0.164,-0.332,0,-0.388,-0.26,-0.164,-0.164,-0.26,0
-0.224,0,-0.473,0,-0.224,0,0,0,-0.224,-0.224,0,-0.42,-0.224,0,-0.342,-0.42,-0.224,-0.224,0,0
-0.431,0,0,0,0,0,-0.299,0,0,-0.5,-0.299,0,-0.299,0,-0.431,-0.299,-0.299,0,0,0
-0.332,0,-0.164,-0.332,-0.164,-0.332,-0.216,-0.216,-0.098,-0.098,-0.098,-0.164,-0.332,-0.26,-0.098,-0.299,-0.216,-0.164,-0.098,-0.299
-0.26,0,-0.431,-0.26,0,-0.388,0,0,0,-0.388,0,-0.164,-0.164,-0.332,-0.164,-0.164,-0.164,-0.164,-0.26,-0.26
-0.184,-0.224,-0.224,-0.184,-0.184,-0.138,0,-0.258,-0.385,-0.224,-0.082,-0.184,-0.317,-0.342,-0.082,-0.289,-0.258,-0.258,-0.082,-0.082
-0.352,0,-0.209,-0.47,-0.209,-0.29,-0.158,-0.095,-0.253,-0.323,-0.095,-0.158,-0.158,-0.158,-0.253,-0.29,-0.095,-0.095,0,-0.095
-0.197,0,-0.12,-0.197,0,-0.197,0,-0.257,0,-0.439,-0.197,-0.257,-0.12,-0.383,-0.439,-0.306,-0.197,-0.197,0,0
-0.187,0,-0.228,-0.263,-0.187,-0.228,-0.187,-0.141,-0.426,-0.263,-0.141,-0.228,-0.228,-0.294,-0.187,-0.294,-0.141,-0.141,-0.141,-0.141
