SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.236,-0.236,-0.236,-0.358,-0.147,-0.304,-0.147,-0.236,-0.147,-0.304,-0.147,-0.147,-0.147,-0.304,-0.304,0,-0.147,-0.304,0,-0.147
-0.289,0,-0.224,0,-0.138,-0.224,-0.138,-0.138,-0.45,-0.224,-0.138,-0.138,0,-0.224,-0.342,-0.289,-0.138,-0.289,0,-0.342
-0.342,0,-0.342,-0.42,0,0,0,0,0,-0.224,-0.224,0,-0.342,-0.342,-0.224,0,-0.224,-0.224,0,-0.42
-0.415,-0.415,-0.181,0,0,-0.181,0,0,0,-0.415,0,-0.181,-0.285,-0.285,-0.181,-0.181,-0.359,0,0,-0.285
-0.272,0,0,-0.272,-0.272,-0.272,0,0,0,-0.401,0,-0.272,-0.272,-0.272,-0.401,-0.401,-0.272,0,0,0
-0.232,-0.299,-0.327,-0.299,-0.375,-0.144,0,-0.232,-0.191,-0.327,-0.144,-0.086,-0.144,-0.191,-0.232,-0.144,-0.232,-0.144,0,-0.232
0,0,0,0,-0.299,-0.528,0,-0.299,0,-0.299,0,0,0,0,-0.299,-0.431,-0.431,0,0,0
-0.277,-0.24,-0.09,-0.24,-0.199,0,-0.09,-0.199,-0.277,-0.199,-0.09,-0.24,-0.24,-0.09,-0.277,-0.363,-0.277,-0.277,-0.09,-0.277
0,0,0,0,-0.431,-0.299,0,0,-0.431,0,0,0,0,-0.299,0,-0.431,-0.299,-0.299,-0.299,-0.299
-0.26,0,-0.388,0,-0.509,-0.388,0,0,0,0,0,-0.26,0,0,-0.26,-0.464,0,-0.26,0,0
-0.232,-0.299,-0.267,-0.232,-0.191,-0.191,-0.191,-0.191,-0.144,-0.396,-0.144,-0.191,-0.191,-0.191,-0.267,-0.191,-0.191,-0.191,0,-0.232
-0.247,-0.247,0,-0.295,-0.188,0,-0.115,-0.188,-0.295,-0.247,-0.115,-0.247,-0.188,-0.188,-0.295,-0.336,-0.188,-0.295,-0.115,-0.247
0,0,0,-0.285,0,0,-0.285,-0.285,0,-0.285,0,0,-0.488,-0.415,-0.285,-0.285,0,0,-0.415,0
-0.168,0,-0.266,-0.339,-0.394,-0.266,0,0,-0.168,-0.168,0,-0.168,-0.168,-0.266,-0.339,-0.266,-0.168,-0.339,0,-0.266
-0.274,0,-0.335,-0.306,-0.197,-0.089,-0.197,-0.089,-0.197,-0.197,-0.148,-0.306,-0.197,-0.274,-0.306,-0.306,-0.274,-0.089,-0.089,-0.148
-0.306,0,0,-0.197,-0.197,-0.439,-0.306,-0.197,-0.197,-0.197,-0.197,-0.306,-0.197,0,-0.197,-0.197,-0.197,-0.306,-0.197,0
-0.401,0,-0.401,0,-0.401,-0.476,-0.272,-0.272,-0.272,0,0,0,0,0,-0.272,-0.272,0,0,0,0
-0.304,-0.304,-0.236,-0.236,-0.236,-0.332,0,-0.088,-0.195,-0.304,-0.088,-0.088,-0.272,-0.147,-0.304,-0.272,-0.195,-0.195,0,-0.195
-0.314,0,-0.447,-0.314,-0.314,0,0,-0.314,0,0,0,0,-0.314,-0.314,0,-0.447,0,-0.314,0,0
0,0,-0.25,0,-0.453,0,0,0,0,-0.25,0,-0.25,-0.25,0,-0.453,-0.453,0,-0.375,0,-0.25
-0.342,0,-0.224,-0.224,-0.342,-0.473,0,0,0,-0.42,-0.224,0,-0.342,0,-0.224,-0.342,0,0,0,0
-0.342,0,-0.224,-0.342,-0.224,-0.342,0,0,0,-0.224,0,0,-0.342,0,-0.342,-0.224,-0.342,-0.342,-0.224,0
-0.16,0,-0.16,-0.425,-0.326,-0.255,-0.255,0,-0.381,-0.255,-0.16,-0.255,0,-0.16,0,-0.326,-0.16,-0.16,-0.16,-0.16
-0.299,0,-0.191,-0.34,0,-0.34,-0.116,-0.116,0,-0.375,-0.116,-0.116,-0.375,-0.191,-0.25,-0.34,-0.191,-0.116,0,-0.25
-0.5,0,-0.332,-0.5,-0.216,-0.332,0,0,0,-0.332,0,-0.216,0,-0.216,-0.216,0,0,0,0,0
-0.272,0,0,0,0,0,-0.272,-0.272,0,0,0,-0.272,-0.516,-0.516,0,0,0,0,-0.401,0
-0.26,0,0,0,-0.26,-0.529,0,0,0,-0.388,0,-0.26,-0.26,0,-0.26,-0.26,0,0,-0.26,0
0,0,0,0,0,-0.491,0,0,0,0,-0.408,0,-0.176,-0.176,0,0,0,0,-0.176,-0.482
-0.272,0,0,-0.272,0,-0.272,0,0,-0.272,-0.476,0,-0.272,0,0,-0.272,-0.401,0,-0.272,0,-0.401
-0.42,0,0,-0.224,0,-0.42,0,-0.224,-0.342,-0.342,-0.224,-0.342,0,-0.224,-0.224,-0.224,0,-0.224,0,0
0,0,-0.352,-0.232,0,0,0,-0.232,0,-0.431,-0.232,0,-0.352,-0.352,-0.232,-0.352,-0.352,-0.232,0,0
0,0,0,0,-0.431,-0.431,0,-0.299,-0.431,0,0,-0.299,-0.431,0,0,-0.299,-0.299,0,0,0
-0.332,0,0,-0.332,0,-0.332,0,0,0,-0.411,0,-0.411,-0.332,-0.332,0,-0.216,0,0,-0.411,0
0,0,-0.24,-0.309,-0.24,0,-0.15,0,-0.15,-0.442,-0.24,-0.24,-0.24,-0.24,-0.24,-0.363,-0.309,-0.15,0,-0.15
-0.415,0,0,0,0,-0.415,-0.415,-0.285,-0.285,-0.415,-0.285,0,0,0,0,-0.415,0,0,0,0
-0.421,0,-0.131,-0.35,0,-0.303,-0.213,0,-0.078,-0.421,0,0,-0.303,-0.213,-0.303,-0.35,-0.078,-0.213,-0.078,0
-0.216,-0.464,0,-0.332,-0.332,-0.216,-0.216,0,-0.332,0,0,-0.216,-0.216,0,-0.216,-0.216,0,-0.332,0,-0.216
0,-0.456,-0.209,-0.323,0,-0.209,-0.209,-0.323,-0.209,0,-0.209,-0.323,0,-0.209,-0.209,-0.209,0,-0.209,0,-0.323
-0.388,-0.26,0,0,0,-0.388,0,-0.26,-0.26,0,0,-0.464,-0.26,-0.26,-0.26,0,-0.26,0,0,-0.26
-0.363,0,-0.24,-0.24,-0.24,-0.491,0,0,-0.24,-0.24,-0.24,-0.24,-0.24,0,-0.24,0,-0.24,0,-0.24,0
-0.323,0,-0.209,-0.323,-0.323,-0.323,0,-0.209,-0.323,-0.323,0,-0.209,0,-0.323,-0.209,-0.323,-0.209,0,0,0
-0.375,0,0,0,0,-0.25,-0.25,0,0,-0.375,0,0,-0.5,0,-0.25,-0.375,0,-0.375,0,-0.25
-0.347,0,-0.141,-0.228,0,-0.228,-0.141,-0.141,-0.141,-0.141,0,-0.228,-0.39,-0.228,-0.294,-0.294,-0.228,-0.228,-0.141,-0.347
-0.186,-0.423,0,-0.186,0,-0.367,-0.186,-0.186,-0.186,-0.292,-0.186,0,0,-0.292,-0.292,-0.423,0,-0.186,0,-0.186
-0.292,0,0,-0.186,0,-0.423,-0.186,-0.292,-0.423,-0.367,-0.186,0,-0.186,-0.292,0,-0.186,-0.186,-0.186,-0.186,0
-0.216,0,-0.375,-0.28,-0.28,-0.216,0,-0.216,0,-0.411,0,-0.216,-0.133,-0.216,-0.375,-0.332,0,-0.28,0,0
0,-0.236,-0.304,0,-0.147,-0.436,-0.147,-0.236,-0.236,-0.304,0,-0.236,-0.304,-0.236,-0.236,-0.358,0,-0.236,0,0
-0.318,-0.408,-0.278,-0.232,0,-0.318,0,-0.232,-0.176,-0.232,-0.107,-0.176,-0.278,-0.176,-0.232,-0.232,-0.176,-0.232,0,-0.107
0,-0.509,0,0,-0.26,-0.26,-0.388,-0.388,-0.26,-0.26,0,-0.26,-0.26,0,0,0,0,0,0,-0.26
-0.342,0,-0.342,-0.224,-0.224,0,0,-0.224,-0.224,0,-0.224,0,-0.342,-0.224,0,-0.473,0,-0.224,0,-0.342
-0.363,0,0,-0.363,-0.24,-0.442,0,0,-0.24,-0.24,-0.24,-0.363,-0.24,0,-0.24,-0.24,0,0,-0.24,0
-0.133,-0.216,-0.133,-0.216,-0.216,-0.332,0,-0.28,0,-0.332,-0.133,-0.28,-0.28,0,-0.44,-0.133,-0.216,0,-0.216,-0.216
-0.186,-0.186,-0.244,0,-0.186,-0.332,-0.113,-0.186,-0.292,-0.186,-0.186,-0.244,-0.186,-0.367,-0.292,-0.292,-0.244,0,0,-0.244
-0.168,0,-0.339,-0.339,0,-0.168,-0.168,-0.266,0,-0.394,0,0,-0.168,-0.266,-0.168,-0.394,-0.339,-0.168,-0.168,-0.168
-0.209,0,-0.401,-0.209,0,0,-0.323,0,0,-0.209,-0.323,-0.323,-0.323,-0.209,-0.323,-0.401,0,-0.209,0,0
-0.396,0,-0.341,-0.206,-0.169,-0.268,0,-0.075,-0.412,-0.361,-0.126,-0.126,-0.126,-0.126,0,-0.206,-0.295,-0.206,-0.126,-0.169
-0.388,-0.2,-0.2,-0.352,-0.122,-0.418,-0.2,0,-0.122,-0.26,0,0,-0.31,-0.122,-0.352,-0.2,0,-0.26,-0.122,0
0,0,0,0,-0.314,-0.511,0,-0.314,0,-0.314,0,0,0,0,-0.314,-0.447,-0.447,0,0,0
-0.363,0,-0.15,-0.469,0,-0.15,-0.15,0,-0.15,-0.24,-0.15,-0.363,-0.309,-0.15,-0.15,-0.309,-0.15,-0.24,0,-0.15
-0.299,0,-0.299,0,-0.431,0,0,-0.299,0,0,0,-0.299,-0.5,-0.299,-0.299,-0.299,0,0,0,0
-0.411,0,0,-0.216,-0.332,-0.216,-0.216,0,0,-0.216,-0.332,-0.216,-0.332,-0.216,-0.332,-0.332,-0.216,0,0,0
-0.408,0,0,-0.278,-0.278,-0.176,0,0,-0.176,-0.278,0,-0.176,-0.352,-0.352,-0.278,-0.352,0,0,-0.352,0
-0.519,0,-0.285,-0.285,-0.155,-0.205,-0.155,0,0,-0.248,0,0,-0.372,-0.317,-0.285,-0.093,0,-0.155,-0.093,-0.155
-0.147,-0.304,-0.304,-0.401,-0.236,-0.272,0,-0.195,-0.304,-0.088,-0.088,-0.272,-0.195,-0.195,-0.147,-0.147,-0.272,-0.236,0,-0.147
0,0,-0.363,0,-0.24,-0.24,-0.363,0,-0.363,0,-0.24,0,-0.363,0,-0.363,-0.363,0,0,-0.24,-0.24
-0.24,0,0,0,-0.363,-0.363,0,0,0,0,0,0,-0.442,0,-0.519,-0.24,-0.442,0,0,0
-0.401,0,0,-0.456,-0.209,-0.209,0,0,-0.209,0,0,-0.323,-0.401,0,0,-0.209,0,-0.456,0,-0.209
0,0,-0.224,0,-0.342,-0.473,0,-0.224,0,-0.342,0,-0.42,-0.342,0,0,-0.342,-0.224,0,0,-0.224
-0.314,0,0,0,-0.447,-0.447,0,0,-0.314,0,-0.314,0,-0.314,-0.314,-0.314,-0.314,0,0,0,0
-0.299,0,0,0,-0.431,-0.299,0,0,-0.299,-0.299,0,-0.299,-0.431,0,-0.299,-0.299,0,0,0,-0.299
0,0,-0.299,-0.431,0,-0.299,0,-0.5,0,-0.299,-0.299,0,-0.431,0,-0.299,0,0,0,0,0
-0.272,0,0,0,0,-0.272,0,0,0,-0.476,-0.272,-0.272,-0.272,-0.272,-0.272,-0.476,0,-0.272,0,0
-0.314,0,-0.314,0,-0.447,-0.447,0,0,0,-0.314,0,-0.314,-0.314,0,-0.314,-0.314,0,0,0,0
0,0,0,-0.363,-0.363,-0.491,0,0,-0.24,-0.24,-0.24,0,-0.24,0,-0.24,-0.24,-0.363,0,-0.24,0
-0.299,0,-0.299,-0.5,0,0,0,0,-0.299,-0.431,0,0,-0.299,-0.431,0,-0.299,0,0,0,0
-0.363,0,0,-0.363,-0.24,-0.442,0,0,-0.24,-0.24,-0.24,-0.24,-0.24,0,-0.24,-0.363,0,0,-0.24,0
0,0,-0.491,0,-0.363,0,-0.24,0,-0.442,-0.363,0,0,-0.24,0,-0.24,0,0,-0.24,0,-0.363
-0.314,0,0,0,-0.314,-0.447,-0.314,0,0,0,-0.314,0,-0.314,0,-0.314,-0.447,0,-0.314,0,0
-0.516,0,0,0,0,0,0,-0.272,0,-0.272,-0.401,-0.272,0,0,-0.401,-0.401,0,0,0,-0.272
-0.335,0,-0.306,0,-0.148,-0.274,-0.089,-0.238,-0.238,-0.238,-0.197,-0.148,-0.238,-0.238,-0.306,-0.306,-0.238,-0.197,-0.089,-0.197
-0.232,0,-0.232,-0.431,0,-0.232,0,0,0,-0.431,-0.431,0,-0.232,-0.352,0,0,-0.232,0,0,-0.352
-0.285,0,0,-0.285,-0.285,-0.415,0,-0.285,0,0,0,-0.285,-0.415,-0.285,-0.285,0,-0.285,0,-0.285,0
-0.431,0,-0.299,-0.431,-0.299,-0.299,0,-0.299,0,0,-0.299,0,0,-0.299,-0.299,0,0,0,0,-0.299
-0.211,-0.16,-0.16,-0.355,-0.096,-0.293,-0.16,-0.255,-0.255,-0.355,0,-0.096,-0.16,-0.211,-0.355,-0.326,-0.096,-0.096,-0.16,-0.16
-0.272,0,-0.272,-0.272,-0.272,-0.272,0,-0.401,0,-0.272,0,-0.272,-0.272,0,-0.272,-0.401,0,-0.272,0,0
-0.242,0,-0.242,-0.323,-0.209,-0.384,-0.076,-0.128,-0.323,-0.272,-0.172,-0.128,-0.209,-0.209,-0.172,-0.299,-0.172,-0.172,-0.128,-0.172
0,0,-0.314,0,-0.314,-0.511,0,-0.447,0,-0.314,0,0,-0.314,-0.314,0,-0.314,0,0,0,0
0,0,0,-0.24,-0.24,-0.53,0,0,0,-0.24,-0.24,-0.24,-0.24,0,-0.24,-0.363,-0.24,0,-0.24,0
-0.272,0,0,-0.172,-0.172,-0.5,0,-0.172,-0.401,-0.401,-0.272,0,-0.172,-0.172,-0.172,-0.172,-0.172,-0.172,0,0
-0.141,0,-0.141,-0.39,-0.228,-0.294,-0.141,0,-0.39,-0.228,-0.228,-0.228,0,-0.228,-0.228,-0.347,-0.141,-0.141,-0.141,-0.228
0,0,-0.345,-0.345,0,0,0,-0.172,0,-0.401,-0.401,-0.401,-0.401,-0.172,-0.172,-0.272,-0.172,0,0,0
0,0,0,0,-0.314,-0.314,0,-0.314,0,-0.314,0,0,-0.511,-0.314,-0.314,0,0,-0.447,0,0
-0.11,-0.181,-0.237,-0.389,-0.11,-0.11,-0.237,-0.11,-0.181,-0.359,-0.11,-0.11,0,-0.285,-0.359,-0.237,-0.237,-0.181,-0.237,-0.181
-0.312,0,-0.289,-0.312,-0.165,-0.373,-0.123,-0.123,-0.334,-0.289,-0.123,-0.123,-0.262,-0.165,-0.233,-0.201,-0.201,-0.123,-0.073,-0.165
-0.332,0,-0.332,-0.411,0,0,-0.216,0,-0.216,-0.216,0,-0.216,-0.216,-0.411,0,-0.411,0,-0.332,0,0
-0.433,0,-0.123,-0.123,-0.073,-0.262,-0.201,-0.073,-0.165,-0.262,-0.073,-0.073,-0.39,-0.233,-0.312,-0.373,-0.201,-0.123,-0.201,-0.073
-0.294,-0.228,-0.141,0,-0.228,-0.347,-0.141,0,-0.228,-0.294,0,-0.294,-0.141,0,-0.294,-0.294,-0.347,-0.39,0,0
0,-0.375,0,0,-0.375,0,0,0,0,-0.25,0,-0.25,-0.375,-0.25,-0.375,-0.375,0,-0.25,0,-0.375
-0.26,0,-0.26,0,-0.26,-0.464,-0.26,0,0,-0.26,-0.26,0,-0.26,0,0,-0.388,-0.26,-0.26,0,-0.26
-0.299,0,-0.144,-0.352,0,-0.144,-0.144,-0.232,-0.144,-0.299,0,-0.232,-0.431,-0.144,-0.352,0,-0.232,0,0,-0.396
0,0,-0.401,-0.401,-0.476,-0.401,0,-0.272,0,0,0,-0.272,0,0,-0.272,0,-0.272,0,0,-0.272
0,0,-0.285,0,-0.285,-0.285,0,0,0,-0.415,0,-0.285,-0.488,0,-0.285,0,0,-0.415,0,-0.285
-0.133,0,-0.28,-0.531,-0.216,-0.133,0,-0.216,-0.28,0,0,-0.133,-0.332,0,-0.332,-0.133,-0.216,0,0,-0.133
-0.183,0,-0.24,-0.461,-0.111,-0.288,0,-0.111,-0.183,-0.393,0,-0.24,-0.288,-0.183,-0.183,-0.24,0,-0.288,0,-0.24
0,-0.482,-0.232,-0.352,0,-0.352,-0.176,-0.176,-0.176,-0.107,0,0,-0.278,-0.176,-0.176,-0.176,-0.382,-0.176,0,-0.107
0,0,-0.285,0,-0.285,-0.415,0,-0.285,-0.415,-0.285,-0.285,0,0,0,-0.285,-0.285,-0.285,0,0,-0.285
0,0,0,0,0,-0.232,-0.232,-0.352,0,0,0,-0.352,-0.528,-0.232,-0.431,0,0,-0.232,0,-0.232
0,0,0,0,-0.299,-0.5,0,-0.299,0,0,-0.299,0,-0.431,0,-0.299,-0.431,0,-0.299,0,0
-0.411,0,-0.216,-0.216,-0.216,0,0,0,-0.411,-0.216,0,-0.216,0,0,-0.411,-0.332,0,-0.332,-0.332,0
0,0,-0.447,-0.314,-0.447,-0.314,0,0,-0.314,0,-0.314,0,0,0,-0.447,-0.314,0,0,0,0
-0.363,0,0,-0.363,-0.24,0,-0.24,0,-0.24,-0.24,-0.363,0,-0.363,-0.24,-0.24,-0.363,0,-0.24,0,0
-0.314,0,0,0,-0.314,0,0,0,0,-0.447,0,-0.314,-0.447,-0.314,-0.314,-0.314,0,-0.314,0,0
-0.26,0,0,-0.26,-0.26,-0.26,0,-0.388,-0.388,-0.26,-0.388,-0.26,-0.26,0,-0.26,0,-0.26,0,0,0
-0.285,0,0,-0.285,-0.285,-0.285,-0.285,-0.285,0,0,-0.285,0,-0.488,0,-0.285,-0.285,0,0,-0.285,0
-0.417,-0.076,-0.128,-0.366,0,-0.272,-0.076,-0.076,-0.076,-0.242,-0.172,-0.128,-0.366,-0.209,-0.323,-0.323,-0.172,-0.172,-0.128,-0.076
-0.232,0,-0.352,-0.232,0,-0.232,0,-0.144,-0.144,-0.352,-0.232,-0.352,-0.232,-0.144,-0.144,-0.144,-0.352,-0.232,-0.144,-0.232
-0.303,-0.389,-0.175,-0.175,-0.078,-0.303,-0.078,-0.175,-0.131,-0.175,-0.175,-0.131,-0.131,-0.213,-0.276,-0.389,-0.246,-0.246,-0.131,-0.078
-0.211,-0.16,-0.16,-0.326,-0.16,-0.293,-0.16,-0.255,-0.293,-0.326,0,-0.16,-0.16,-0.211,-0.326,-0.293,-0.16,-0.096,-0.16,-0.16
-0.299,0,0,-0.5,-0.299,-0.431,0,0,0,-0.299,-0.299,0,-0.299,0,-0.299,0,-0.299,0,0,0
-0.299,0,0,-0.454,0,-0.431,-0.299,-0.299,0,0,0,0,0,0,0,0,0,0,0,0
-0.444,0,0,-0.345,-0.272,-0.172,0,0,0,-0.172,-0.272,-0.401,0,-0.401,-0.172,-0.345,-0.272,0,0,0
-0.203,-0.447,-0.203,-0.203,0,-0.203,0,-0.314,-0.314,-0.314,-0.203,0,0,-0.203,-0.392,-0.203,-0.203,-0.203,0,0
-0.306,-0.197,-0.306,0,-0.197,-0.383,-0.197,-0.197,-0.197,-0.306,0,-0.197,-0.306,-0.383,0,-0.306,0,-0.197,0,0
-0.309,-0.309,0,-0.15,0,-0.309,-0.24,-0.24,0,-0.309,0,-0.15,-0.15,0,-0.363,-0.363,-0.363,-0.24,0,-0.15
-0.363,0,-0.363,-0.15,-0.15,-0.24,-0.24,0,0,-0.469,0,-0.24,-0.15,-0.15,-0.15,-0.407,-0.15,0,-0.15,-0.15
-0.191,-0.471,0,-0.299,-0.191,0,0,-0.191,0,-0.299,0,-0.191,-0.191,-0.375,-0.191,-0.299,-0.191,-0.299,0,-0.191
-0.415,0,0,0,0,-0.488,0,-0.285,0,-0.285,0,-0.285,0,-0.285,-0.285,-0.285,0,0,0,-0.415
-0.381,0,-0.326,0,-0.16,-0.255,-0.16,0,-0.255,-0.255,0,-0.16,0,-0.255,-0.16,-0.381,-0.326,-0.255,-0.16,-0.255
-0.186,-0.423,-0.367,-0.186,-0.186,0,0,0,0,-0.292,-0.367,-0.367,0,0,-0.292,-0.292,0,-0.292,-0.186,0
-0.24,-0.363,-0.111,-0.24,0,-0.328,0,-0.183,-0.328,-0.328,-0.24,-0.24,-0.183,-0.183,-0.363,-0.24,0,-0.111,0,-0.111
-0.263,-0.1,-0.166,-0.335,-0.1,-0.335,-0.166,-0.166,-0.219,-0.302,-0.1,-0.166,-0.302,-0.166,-0.263,-0.302,-0.1,-0.263,-0.1,-0.166
-0.285,0,-0.285,0,0,-0.415,0,-0.285,-0.488,-0.488,0,0,0,0,0,0,0,-0.415,0,0
0,0,0,0,-0.447,-0.517,0,0,0,0,0,0,0,-0.511,0,-0.314,0,0,0,0
0,0,0,0,-0.272,0,-0.272,0,0,-0.272,0,0,-0.476,-0.401,-0.272,-0.272,-0.401,-0.272,0,-0.272
-0.388,0,0,0,-0.26,-0.26,-0.26,0,0,-0.388,-0.388,0,-0.26,-0.26,0,-0.388,-0.26,0,-0.26,0
-0.289,-0.224,-0.224,-0.184,-0.138,-0.138,0,-0.258,-0.42,-0.184,0,-0.082,-0.289,-0.289,-0.138,-0.289,-0.289,-0.258,-0.082,-0.138
-0.431,0,-0.299,-0.299,-0.299,-0.299,0,0,0,0,0,0,-0.431,0,-0.431,-0.431,0,0,0,0
-0.213,0,-0.328,-0.328,-0.131,-0.131,-0.131,-0.276,-0.131,-0.37,-0.213,-0.37,-0.213,-0.213,-0.328,-0.131,-0.131,-0.131,0,-0.131
-0.388,0,0,-0.26,-0.26,-0.388,0,0,-0.26,-0.464,0,-0.388,-0.26,0,-0.26,-0.26,0,0,0,0
-0.26,0,-0.26,0,-0.164,-0.431,-0.332,-0.164,-0.164,-0.388,0,-0.26,-0.164,0,-0.164,-0.332,-0.26,0,-0.164,-0.164
0,0,-0.272,-0.401,0,0,0,0,-0.401,-0.476,0,-0.272,-0.401,-0.272,0,-0.272,-0.272,0,0,0
0,-0.22,-0.22,-0.136,-0.285,-0.445,0,-0.285,-0.285,-0.22,-0.136,-0.285,-0.285,-0.136,-0.22,-0.38,0,-0.136,0,0
-0.209,0,-0.323,-0.209,-0.323,-0.209,0,0,0,-0.209,0,-0.323,-0.209,0,-0.401,-0.493,-0.209,0,0,-0.209
-0.447,0,0,0,0,-0.314,0,0,0,-0.511,0,0,0,0,0,-0.511,0,0,-0.314,-0.314
-0.272,0,-0.323,-0.128,-0.209,-0.209,-0.128,-0.366,-0.323,-0.209,-0.128,-0.209,0,-0.323,-0.128,-0.272,-0.209,-0.128,-0.209,-0.209
0,0,-0.363,0,-0.24,-0.363,-0.24,0,-0.363,0,-0.24,-0.24,-0.363,0,-0.24,-0.363,0,0,-0.24,-0.24
-0.24,-0.24,-0.24,-0.15,-0.15,-0.469,0,-0.24,-0.24,-0.24,-0.15,0,-0.309,0,-0.24,-0.407,0,-0.24,0,0
0,0,0,-0.363,-0.363,-0.24,0,0,0,0,0,-0.442,-0.24,0,-0.24,-0.363,-0.24,-0.363,0,-0.363
0,0,-0.299,0,-0.299,-0.299,0,0,-0.299,0,-0.431,0,-0.299,0,-0.431,-0.431,0,-0.299,0,0
-0.26,-0.26,-0.164,-0.164,-0.332,-0.332,-0.26,0,-0.164,-0.388,0,-0.26,-0.164,-0.164,-0.164,-0.164,0,-0.332,0,-0.26
0,-0.388,0,-0.26,-0.388,0,0,-0.26,0,0,0,-0.26,-0.26,-0.26,-0.388,-0.26,0,-0.26,0,-0.388
-0.224,-0.224,-0.184,-0.224,-0.138,-0.317,0,-0.224,-0.365,-0.184,0,-0.082,-0.224,-0.184,-0.317,-0.258,-0.258,-0.289,-0.138,-0.184
-0.232,0,-0.232,-0.232,-0.232,-0.482,0,0,-0.431,-0.232,0,0,-0.232,0,0,-0.352,0,0,-0.232,-0.352
-0.342,0,-0.342,-0.473,-0.224,0,-0.102,-0.102,-0.308,-0.308,-0.102,-0.17,-0.17,-0.224,-0.102,-0.224,-0.224,-0.17,0,-0.102
-0.394,0,0,0,-0.168,-0.437,-0.168,0,-0.168,-0.266,0,0,-0.266,-0.168,-0.266,-0.339,-0.168,-0.168,-0.168,-0.394
-0.375,0,-0.191,-0.431,0,0,0,0,0,-0.191,-0.191,0,-0.431,-0.375,-0.375,0,0,-0.431,0,0
-0.339,0,-0.437,0,-0.266,-0.168,0,0,-0.266,-0.266,-0.168,-0.266,0,-0.168,-0.339,0,-0.266,-0.266,0,-0.339
-0.5,0,0,0,-0.25,-0.25,-0.453,0,0,0,0,0,-0.375,0,-0.375,-0.25,0,-0.375,0,0
-0.266,0,-0.266,-0.266,-0.266,-0.168,-0.168,0,-0.339,-0.266,-0.168,-0.266,0,-0.168,-0.168,-0.339,-0.266,-0.168,-0.168,-0.266
0,0,0,-0.24,-0.24,0,-0.24,0,0,-0.363,-0.24,-0.24,-0.24,0,-0.24,-0.53,-0.24,-0.24,0,0
0,0,-0.32,-0.32,0,0,0,-0.156,-0.156,-0.48,0,0,-0.32,-0.25,-0.156,-0.453,-0.25,-0.156,-0.156,-0.156
-0.464,0,-0.292,-0.292,-0.292,0,0,0,-0.292,-0.423,-0.186,-0.186,0,-0.186,-0.292,-0.186,-0.186,0,0,-0.186
0,0,0,0,-0.285,0,-0.285,-0.285,0,-0.285,0,0,-0.488,-0.285,-0.285,-0.285,-0.415,0,0,-0.285
-0.232,0,-0.352,-0.352,-0.352,0,0,0,-0.232,-0.352,0,-0.232,-0.232,0,-0.232,-0.352,-0.232,-0.232,0,-0.232
-0.447,0,0,-0.531,0,-0.314,0,-0.314,0,-0.447,0,0,0,0,-0.314,0,0,0,0,0
-0.31,0,0,-0.26,-0.122,0,0,-0.2,-0.2,-0.388,-0.26,-0.352,-0.2,-0.352,-0.388,-0.2,0,-0.31,0,0
-0.176,0,-0.352,-0.352,-0.278,-0.408,0,0,-0.176,-0.352,0,0,-0.278,0,-0.352,-0.176,-0.176,0,0,-0.352
-0.42,0,-0.224,0,0,-0.487,-0.473,0,0,0,0,0,0,0,0,0,0,-0.224,0,0
-0.342,0,-0.224,0,-0.224,-0.224,-0.224,-0.224,-0.224,-0.342,-0.224,-0.224,-0.224,0,-0.224,-0.342,0,0,0,-0.42
-0.366,0,-0.197,-0.47,0,-0.348,-0.071,0,-0.228,-0.228,-0.071,-0.161,-0.348,-0.283,-0.12,-0.306,-0.161,-0.071,-0.071,-0.071
-0.24,0,0,0,-0.24,-0.442,0,-0.24,-0.24,-0.24,0,-0.24,-0.363,-0.363,0,-0.363,0,0,0,-0.363
0,0,0,0,-0.314,-0.447,0,-0.447,0,0,0,0,-0.447,0,-0.314,-0.447,0,-0.314,0,0
0,0,-0.464,-0.216,-0.411,-0.332,0,0,-0.216,-0.332,-0.216,0,0,0,-0.411,-0.332,-0.216,0,0,0
0,0,-0.415,0,-0.285,-0.285,0,0,-0.53,-0.285,-0.285,0,0,-0.285,0,0,0,0,0,-0.285
0,0,-0.388,0,-0.26,-0.509,0,0,-0.26,-0.26,0,0,-0.388,0,-0.388,-0.26,0,-0.26,0,0
-0.164,0,-0.072,-0.403,-0.122,-0.232,0,-0.164,-0.287,-0.287,-0.164,-0.122,-0.287,-0.31,-0.31,-0.232,-0.2,-0.31,-0.072,-0.164
-0.144,0,-0.299,-0.144,-0.232,-0.232,-0.144,0,0,-0.299,0,-0.299,-0.352,-0.299,-0.352,-0.144,-0.144,-0.232,0,-0.396
-0.216,0,-0.216,0,0,-0.216,0,0,0,-0.216,0,-0.216,-0.411,0,-0.332,-0.464,-0.332,-0.216,-0.332,-0.216
-0.216,0,-0.332,-0.216,-0.216,0,0,-0.216,0,-0.216,-0.216,-0.332,-0.332,-0.216,-0.411,-0.332,0,-0.216,0,-0.216
-0.272,0,-0.272,-0.272,-0.272,-0.476,0,0,0,-0.401,0,-0.272,0,0,-0.272,-0.401,-0.272,0,0,0
