,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
peptide_nm_396,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.2307692307692307,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,0.1538461538461538,0
peptide_nm_397,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0833333333333333,0.25,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.0,0.0,0.0833333333333333,0
peptide_nm_398,0.3214285714285714,0.0,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0714285714285714,0.0,0.0,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0.1071428571428571,0.0,0.0,0.0357142857142857,0.1428571428571428,0
peptide_nm_399,0.0952380952380952,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0952380952380952,0.0952380952380952,0.0,0.0,0.0,0.0952380952380952,0.0952380952380952,0
peptide_nm_400,0.0526315789473684,0.0,0.0526315789473684,0.1578947368421052,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.1578947368421052,0.1578947368421052,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0526315789473684,0
peptide_nm_401,0.0714285714285714,0.0,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.1071428571428571,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.2142857142857142,0.0,0.0,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0357142857142857,0
peptide_nm_402,0.0869565217391304,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0,0.1304347826086956,0.0869565217391304,0.0,0.0,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0,0.0869565217391304,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.0869565217391304,0
peptide_nm_403,0.0769230769230769,0.1538461538461538,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0384615384615384,0.1153846153846153,0.0384615384615384,0.0384615384615384,0.1538461538461538,0.0,0.0384615384615384,0.0384615384615384,0.0769230769230769,0.0,0.0384615384615384,0.0,0.0,0.1153846153846153,0
peptide_nm_404,0.0909090909090909,0.0,0.0,0.0454545454545454,0.0454545454545454,0.0,0.0,0.1363636363636363,0.0,0.0454545454545454,0.0909090909090909,0.0,0.1363636363636363,0.0,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.1363636363636363,0
peptide_nm_405,0.0,0.0476190476190476,0.0952380952380952,0.0952380952380952,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.0,0.0,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0,0.0,0.0,0.1904761904761904,0
peptide_nm_406,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.0,0.1176470588235294,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,0.0,0.1176470588235294,0
peptide_nm_407,0.1428571428571428,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0
peptide_nm_408,0.4210526315789473,0.0,0.0,0.0526315789473684,0.0,0.0,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.1052631578947368,0
peptide_nm_409,0.0,0.0,0.0476190476190476,0.1428571428571428,0.0,0.0,0.1904761904761904,0.0,0.0952380952380952,0.0,0.0952380952380952,0.0,0.0,0.0952380952380952,0.1428571428571428,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0952380952380952,0
peptide_nm_410,0.0547945205479452,0.1095890410958904,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0,0.0958904109589041,0.1095890410958904,0.0410958904109589,0.0547945205479452,0.1232876712328767,0.0410958904109589,0.0547945205479452,0.0,0.0547945205479452,0.0410958904109589,0.0410958904109589,0.0,0.0273972602739726,0.0410958904109589,0
peptide_nm_411,0.2631578947368421,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0526315789473684,0.1052631578947368,0
peptide_nm_412,0.0,0.0,0.0434782608695652,0.2608695652173913,0.0,0.0,0.2608695652173913,0.0,0.0,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0,0.0,0.0,0
peptide_nm_413,0.088235294117647,0.0294117647058823,0.0294117647058823,0.0588235294117647,0.0,0.1176470588235294,0.0294117647058823,0.0,0.0294117647058823,0.088235294117647,0.088235294117647,0.0294117647058823,0.0,0.0294117647058823,0.0588235294117647,0.1176470588235294,0.088235294117647,0.0294117647058823,0.0588235294117647,0.0294117647058823,0
peptide_nm_414,0.0689655172413793,0.0,0.0689655172413793,0.1034482758620689,0.0,0.1379310344827586,0.0,0.0,0.0,0.1379310344827586,0.1724137931034483,0.0689655172413793,0.0,0.0,0.0689655172413793,0.1034482758620689,0.0689655172413793,0.0,0.0,0.0,0
peptide_nm_415,0.1052631578947368,0.0,0.0,0.1052631578947368,0.0,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0,0.2105263157894736,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0526315789473684,0
peptide_nm_416,0.3846153846153846,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0
peptide_nm_417,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0
peptide_nm_418,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,0
peptide_nm_419,0.1428571428571428,0.2142857142857142,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0
peptide_nm_420,0.1304347826086956,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.1304347826086956,0.0,0.0869565217391304,0.0,0.0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.1304347826086956,0.0869565217391304,0.0,0.0434782608695652,0.1739130434782608,0
peptide_nm_421,0.2142857142857142,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0
peptide_nm_422,0.1111111111111111,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0
peptide_nm_423,0.0454545454545454,0.1363636363636363,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0,0.2272727272727272,0.0,0.0,0.1363636363636363,0.1363636363636363,0.0,0.0,0.0454545454545454,0.0,0
peptide_nm_424,0.0967741935483871,0.0967741935483871,0.032258064516129,0.032258064516129,0.0,0.0,0.064516129032258,0.064516129032258,0.0,0.064516129032258,0.0967741935483871,0.064516129032258,0.064516129032258,0.032258064516129,0.064516129032258,0.032258064516129,0.0967741935483871,0.0,0.032258064516129,0.064516129032258,0
peptide_nm_425,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.1052631578947368,0.0,0.0526315789473684,0.0,0.1578947368421052,0
peptide_nm_426,0.1666666666666666,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.2083333333333333,0.0416666666666666,0.0,0.0,0.0416666666666666,0.1666666666666666,0.0,0.125,0.0,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0416666666666666,0
peptide_nm_427,0.03125,0.03125,0.0625,0.09375,0.0,0.03125,0.03125,0.03125,0.03125,0.0625,0.21875,0.0,0.0,0.0,0.03125,0.09375,0.09375,0.0625,0.03125,0.0625,0
peptide_nm_428,0.0,0.0,0.0909090909090909,0.0,0.0,0.0454545454545454,0.2272727272727272,0.1363636363636363,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.0909090909090909,0.0,0.0454545454545454,0.0,0.0909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.0,0
peptide_nm_429,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0,0.1818181818181818,0
peptide_nm_430,0.0,0.125,0.0,0.125,0.0,0.0,0.125,0.0625,0.0625,0.0,0.0625,0.0625,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.0625,0
peptide_nm_431,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1904761904761904,0.0,0.0476190476190476,0.0,0.1904761904761904,0
peptide_nm_432,0.1578947368421052,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.1052631578947368,0.1578947368421052,0
peptide_nm_433,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0714285714285714,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0
peptide_nm_434,0.0625,0.0625,0.03125,0.0625,0.03125,0.0,0.03125,0.0625,0.03125,0.0625,0.03125,0.125,0.03125,0.0625,0.03125,0.125,0.09375,0.0,0.0625,0.0,0
peptide_nm_435,0.0952380952380952,0.238095238095238,0.0476190476190476,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0,0.0476190476190476,0.1428571428571428,0.0952380952380952,0.0,0.0,0.0476190476190476,0
peptide_nm_436,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.1875,0.0,0.125,0.0625,0.0,0.0,0.125,0.0625,0.0,0.0625,0.125,0.0625,0
peptide_nm_437,0.1428571428571428,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.1428571428571428,0.0,0.0,0.0714285714285714,0.0714285714285714,0
peptide_nm_438,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0
peptide_nm_439,0.0454545454545454,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.1818181818181818,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.1818181818181818,0.0454545454545454,0.0,0.0,0.0,0
peptide_nm_440,0.0,0.0,0.0,0.1578947368421052,0.0,0.1052631578947368,0.2105263157894736,0.0,0.0526315789473684,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.1052631578947368,0.0,0.0,0.1578947368421052,0.0,0
peptide_nm_441,0.0,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0
peptide_nm_442,0.0,0.0,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0
peptide_pm_1,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.2857142857142857,0.0,0.0952380952380952,0.1428571428571428,0.1428571428571428,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0,0.1428571428571428,1
peptide_pm_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.2307692307692307,0.2692307692307692,0.0,0.0769230769230769,0.0,0.1538461538461538,0.1153846153846153,0.0384615384615384,0.0,0.0384615384615384,1
peptide_pm_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_5,0.0666666666666666,0.0,0.1,0.0,0.2,0.0,0.0333333333333333,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.1,0.0666666666666666,0.0333333333333333,0.0333333333333333,0.1,1
peptide_pm_6,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0476190476190476,0.0476190476190476,0.4285714285714285,0.0476190476190476,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,1
peptide_pm_7,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.0,0.0,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.1052631578947368,1
peptide_pm_8,0.2352941176470588,0.0,0.0,0.0294117647058823,0.0,0.0588235294117647,0.0,0.1176470588235294,0.0294117647058823,0.0294117647058823,0.1470588235294117,0.1176470588235294,0.0588235294117647,0.0,0.0,0.0294117647058823,0.1176470588235294,0.0294117647058823,0.0,0.0,1
peptide_pm_9,0.0714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.2857142857142857,0.1428571428571428,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,1
peptide_pm_10,0.2,0.0,0.0285714285714285,0.0,0.0,0.0857142857142857,0.0285714285714285,0.0857142857142857,0.0,0.0,0.0571428571428571,0.2285714285714285,0.0285714285714285,0.0857142857142857,0.0,0.0,0.0285714285714285,0.0,0.0285714285714285,0.1142857142857142,1
peptide_pm_11,0.0,0.0555555555555555,0.0,0.1666666666666666,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.0,0.2222222222222222,0.0555555555555555,0.0,0.0555555555555555,0.0,0.1111111111111111,0.0,0.1666666666666666,0.0,0.0555555555555555,1
peptide_pm_12,0.1153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.1153846153846153,0.3076923076923077,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0384615384615384,0.0,0.0384615384615384,1
peptide_pm_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_14,0.0,0.0,0.0666666666666666,0.0,0.2,0.0,0.0333333333333333,0.1333333333333333,0.0,0.1,0.0333333333333333,0.0,0.0,0.0333333333333333,0.0666666666666666,0.1333333333333333,0.0333333333333333,0.0,0.0333333333333333,0.1333333333333333,1
peptide_pm_15,0.1428571428571428,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0357142857142857,0.1428571428571428,0.1785714285714285,0.0357142857142857,0.0357142857142857,0.0,0.0357142857142857,0.0357142857142857,0.0,0.0,0.0714285714285714,1
peptide_pm_16,0.1153846153846153,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.1153846153846153,0.0384615384615384,0.0769230769230769,0.1153846153846153,0.2692307692307692,0.0,0.0769230769230769,0.0,0.0384615384615384,0.0,0.0,0.0384615384615384,0.0384615384615384,1
peptide_pm_17,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.0625,0.375,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0,1
peptide_pm_18,0.0,0.3684210526315789,0.0,0.0,0.2105263157894736,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,1
peptide_pm_19,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.1666666666666666,0.3888888888888889,0.0,0.1666666666666666,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.0,1
peptide_pm_20,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.3529411764705882,0.0,0.1176470588235294,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,1
peptide_pm_21,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0384615384615384,0.1538461538461538,0.2692307692307692,0.0,0.0769230769230769,0.0,0.1538461538461538,0.1153846153846153,0.0384615384615384,0.0,0.0384615384615384,1
peptide_pm_22,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0714285714285714,0.1428571428571428,1
peptide_pm_23,0.0606060606060606,0.0,0.0,0.0303030303030303,0.0606060606060606,0.0303030303030303,0.0,0.1818181818181818,0.0303030303030303,0.0606060606060606,0.1212121212121212,0.1515151515151515,0.0303030303030303,0.0303030303030303,0.0,0.0606060606060606,0.0606060606060606,0.0,0.0,0.0909090909090909,1
peptide_pm_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,1
peptide_pm_25,0.1212121212121212,0.0,0.0909090909090909,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0606060606060606,0.0,0.0,0.2121212121212121,0.1212121212121212,0.0,0.0303030303030303,0.0,0.1515151515151515,0.0606060606060606,0.0,0.0,0.0606060606060606,1
peptide_pm_26,0.2857142857142857,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_27,0.0588235294117647,0.0588235294117647,0.0,0.0,0.1176470588235294,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0,1
peptide_pm_28,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.3529411764705882,0.0,0.1176470588235294,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,1
peptide_pm_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.25,0.4166666666666667,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,1
peptide_pm_30,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0555555555555555,0.2222222222222222,0.3888888888888889,0.0,0.1666666666666666,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,1
peptide_pm_31,0.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.217391304347826,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.1739130434782608,0.0434782608695652,0.1304347826086956,0.0,0.0869565217391304,0.0,0.0,0.0,0.0,1
peptide_pm_32,0.3636363636363636,0.0909090909090909,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,1
peptide_pm_33,0.074074074074074,0.037037037037037,0.0,0.0,0.0,0.1111111111111111,0.0,0.1481481481481481,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.037037037037037,0.1111111111111111,0.037037037037037,0.0,0.0,0.0,0.0,1
peptide_pm_34,0.0714285714285714,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0357142857142857,0.1428571428571428,0.1071428571428571,0.1071428571428571,0.0,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0,0.0357142857142857,0.0714285714285714,1
peptide_pm_35,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.1538461538461538,0.3076923076923077,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0769230769230769,1
peptide_pm_36,0.2105263157894736,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0.2105263157894736,0.2105263157894736,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.1052631578947368,1
peptide_pm_37,0.1111111111111111,0.037037037037037,0.0,0.0,0.0,0.074074074074074,0.0,0.1111111111111111,0.037037037037037,0.074074074074074,0.1851851851851851,0.1111111111111111,0.0,0.037037037037037,0.1111111111111111,0.037037037037037,0.0,0.0,0.0,0.074074074074074,1
peptide_pm_38,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,1
peptide_pm_39,0.054054054054054,0.0,0.027027027027027,0.027027027027027,0.054054054054054,0.054054054054054,0.0,0.1621621621621621,0.027027027027027,0.054054054054054,0.1351351351351351,0.1621621621621621,0.027027027027027,0.027027027027027,0.0,0.081081081081081,0.027027027027027,0.0,0.0,0.081081081081081,1
peptide_pm_40,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.15,0.1,0.0,0.05,0.0,0.0,0.05,0.15,0.0,0.15,1
peptide_pm_41,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,1
peptide_pm_42,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.0,0.04,0.16,0.16,0.0,0.12,0.0,0.16,0.0,0.04,0.0,0.04,1
peptide_pm_43,0.0,0.2253521126760563,0.0,0.0,0.0,0.0,0.0,0.1126760563380281,0.0,0.0,0.1126760563380281,0.2112676056338028,0.0,0.0,0.0,0.0,0.0,0.0,0.2253521126760563,0.1126760563380281,1
peptide_pm_44,0.0,0.2777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0555555555555555,0.1111111111111111,1
peptide_pm_45,0.0,0.0344827586206896,0.0689655172413793,0.0,0.2068965517241379,0.0,0.0344827586206896,0.1724137931034483,0.0,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0.1034482758620689,0.0689655172413793,0.1379310344827586,0.0344827586206896,0.0,0.0689655172413793,1
peptide_pm_46,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.2307692307692307,0.0769230769230769,0.0,0.0,0.2307692307692307,0.0,0.0,0.2307692307692307,0.0,0.0,1
peptide_pm_47,0.0,0.0344827586206896,0.0689655172413793,0.0,0.2068965517241379,0.0,0.0689655172413793,0.1724137931034483,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.1034482758620689,0.0689655172413793,0.1379310344827586,0.0344827586206896,0.0,0.0689655172413793,1
peptide_pm_48,0.0333333333333333,0.0,0.0666666666666666,0.0,0.2,0.0,0.0333333333333333,0.1,0.0,0.0666666666666666,0.0,0.1,0.0,0.0,0.0666666666666666,0.1333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.1,1
peptide_pm_49,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0555555555555555,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0555555555555555,1
peptide_pm_50,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0555555555555555,0.3333333333333333,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,1
peptide_pm_51,0.1395348837209302,0.0,0.0465116279069767,0.0930232558139534,0.0,0.0,0.0232558139534883,0.1162790697674418,0.0232558139534883,0.0930232558139534,0.0232558139534883,0.0465116279069767,0.0465116279069767,0.0697674418604651,0.0,0.1162790697674418,0.0232558139534883,0.0232558139534883,0.0,0.1162790697674418,1
peptide_pm_52,0.0,0.1481481481481481,0.0,0.037037037037037,0.0,0.0,0.0,0.074074074074074,0.0,0.1481481481481481,0.1111111111111111,0.2222222222222222,0.037037037037037,0.037037037037037,0.0,0.074074074074074,0.074074074074074,0.0,0.0,0.037037037037037,1
peptide_pm_53,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0555555555555555,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0,0.0,0.0,1
peptide_pm_54,0.0,0.2777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0555555555555555,0.1111111111111111,0.0555555555555555,1
peptide_pm_55,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,1
